"Komisi","SKPD","Kegiatan","Perubahan.Baru","PembahasanDPRD.Tambah.P","PembahasanDPRD.Kurang.P","PembahasanDPRD.Baru.P"
"D","DINAS PEKERJAAN UMUM","Penataan/revitalisasi/perbaikan Jalan Arteri/Kolektor di wilayah Jakarta Timur","NA","15000000000","NA","15000000000"
"D","DINAS PEKERJAAN UMUM","Penataan/revitalisasi/perbaikan Jalan Arteri/Kolektor di wilayah Jakarta Utara","NA","15000000000","NA","15000000000"
"D","DINAS PEKERJAAN UMUM","Pengadaan Alat Pengukur dan Pencatatan Ketinggian Air untuk Wilayah DKI Jakarta","NA","10000000000","NA","10000000000"
"D","DINAS PEKERJAAN UMUM","Pengadaan Cutter Section Dredger CSD-250 (4 Unit)","NA","52728500000","52728500000","0"
"D","DINAS PEKERJAAN UMUM","Pengadaan Cutter Suction Dredger ","NA","52728500000","NA","52728500000"
"D","DINAS PEKERJAAN UMUM","Pengadaan Multipurpose Dredger","NA","19800000000","NA","19800000000"
"D","DINAS PEKERJAAN UMUM","Pengadaan Multipurpose Dredger (3 Unit)","NA","19800000000","19800000000","0"
"D","DINAS PEKERJAAN UMUM","Pengadaan Multipurpose Dredger Type Roda ","NA","11550000000","NA","11550000000"
"D","DINAS PEKERJAAN UMUM","Pengadaan Multipurpose Dredger Type Roda (3 Unit)","NA","11550000000","11550000000","0"
"D","DINAS PEKERJAAN UMUM","Pengadaan Pompa Mobile Pengendali Banjir","NA","25000000000","NA","25000000000"
"D","DINAS PEKERJAAN UMUM","Pengadaan Pompa Portable Pengendali Banjir","NA","35000000000","NA","35000000000"
"D","DINAS PEKERJAAN UMUM","Pengamanan Lahan-lahan Dinas PU yang sudah ditertibkan/dibebaskan","NA","1000000000","NA","1000000000"
"D","DINAS PEKERJAAN UMUM","Pengembangan Perangkat Lunak Pengaturan Beban dan Keamanan Pusat Data DPU Prov. DKI Jakarta","NA","5100000000","NA","5100000000"
"D","DINAS PEKERJAAN UMUM","Peninggian jalan, jalan tembus, saluran dan trotoar yang mendesak","325000000000","NA","125000000000","200000000000"
"D","DINAS PEKERJAAN UMUM","Peningkatan Jalan-Jalan Sejajar Kali/Sungai di Provinsi DKI Jakarta","10000000000","NA","NA","10000000000"
"D","DINAS PEKERJAAN UMUM","Peningkatan Jembatan diatas kali pesanggrahan, sespolwan, pasar jumát","1000000000","NA","500000000","500000000"
"D","DINAS PEKERJAAN UMUM","Peningkatan Sistem Operasional Pompa dengan Sistem Pengindraan Jarak Jauh","NA","5000000000","NA","5000000000"
"D","DINAS PEKERJAAN UMUM","Peningkatan Sistem Pompa di Provinsi DKI Jakarta","NA","80000000000","80000000000","0"
"D","DINAS PEKERJAAN UMUM","Perbaikan Sarana dan Prasarana Drainase di Prov. DKI Jakarta","NA","20000000000","NA","20000000000"
"D","DINAS PEKERJAAN UMUM","Perencanaan Jalan Sejajar Tol W2 (Akses menuju RPU Petukangan Utara)  ","NA","200000000","NA","200000000"
"D","DINAS PEKERJAAN UMUM","Perencanaan Umum dan Kajian Simpang Tak Sebidang Jembatan Tiga-Pluit","NA","300000000","NA","300000000"
"D","DINAS PEKERJAAN UMUM","Perencanaan teknis (x-1) penggantian suku cadang pompa stasioner, pompa mobile dan pintu air di prov. DKI Jakarta","200000000","100000000","NA","300000000"
"D","DINAS PEKERJAAN UMUM","Perencanaan teknis (x-1) peningkatan dan penggantian sistem pompa di provinsi DKI Jakarta","200000000","100000000","NA","300000000"
"D","DINAS PEKERJAAN UMUM","Perencanaan x-1  Penyelesaian genangan arteri/kolektor tahun 2014","500000000","NA","NA","500000000"
"D","DINAS PEKERJAAN UMUM","Perencanaan x-1  Perbaikan/Pemliharaan dan Pengerukan Prasarana Pengendali Banjir (Waduk dan Sungai ) tahun 2014","200000000","NA","NA","200000000"
"D","DINAS PEKERJAAN UMUM","Perencanaan x-1 Pengerukan Kali/Saluran di Wilayah Aliran Barat Provinsi DKI Jakarta tahun 2014","200000000","NA","NA","200000000"
"D","DINAS PEKERJAAN UMUM","Perencanaan x-1 Pengerukan Kali/Saluran di Wilayah Aliran Tengah Provinsi DKI Jakarta tahun 2014","200000000","NA","NA","200000000"
"D","DINAS PEKERJAAN UMUM","Perencanaan x-1 Pengerukan Kali/Saluran di Wilayah Aliran Timur Provinsi DKI Jakarta tahun 2014","200000000","NA","NA","200000000"
"D","DINAS PEKERJAAN UMUM","Perencanaan x-1 Perbaikan / Pemeliharaan dan Pengerukan Prasarana Konservasi SDA (Situ dan Sungai) tahun 2014","200000000","NA","NA","200000000"
"D","DINAS PEKERJAAN UMUM","Perpanjangan Surat Tanda Kendaraan (UPT. ALKAL)","NA","200000000","NA","200000000"
"D","DINAS PEKERJAAN UMUM","Piket, Satgas dan Pemeliharaan Prasarana Jalan di Kota Administrasi Jakarta Barat","NA","3000000000","NA","3000000000"
"D","DINAS PEKERJAAN UMUM","Piket, Satgas dan Pemeliharaan Prasarana Jalan di Kota Administrasi Jakarta Pusat","NA","3000000000","NA","3000000000"
"D","DINAS PEKERJAAN UMUM","Piket, Satgas dan Pemeliharaan Prasarana Jalan di Kota Administrasi Jakarta Selatan","NA","3000000000","NA","3000000000"
"D","DINAS PEKERJAAN UMUM","Piket, Satgas dan Pemeliharaan Prasarana Jalan di Kota Administrasi Jakarta Timur","NA","3000000000","NA","3000000000"
"D","DINAS PEKERJAAN UMUM","Piket, Satgas dan Pemeliharaan Prasarana Jalan di Kota Administrasi Jakarta Utara","NA","3000000000","NA","3000000000"
"D","DINAS PEKERJAAN UMUM","Refungsi sarana dan prasarana drainase di Prov. DKI Jakarta","NA","40000000000","NA","40000000000"
"D","DINAS PEKERJAAN UMUM","Refungsi sarana dan prasarana jalan dan jembatan di Prov. DKI Jakarta","NA","39000000000","NA","39000000000"
"D","DINAS PEKERJAAN UMUM","Revitalisasi Sistem Pompa Tanjungan dan Rawa Badak","NA","20000000000","NA","20000000000"
"D","DINAS PEKERJAAN UMUM","Study Potensi Waduk di Jagakarsa, Jakarta Selatan","NA","200000000","NA","200000000"
"D","DINAS PENGAWASAN DAN PENERTIBAN BANGUNAN","Biaya Pemindahan Server","100253729","NA","NA","100253729"
"D","DINAS PENGAWASAN DAN PENERTIBAN BANGUNAN","Pembayaran ATS (Annual Fee) Oracle","901916208","NA","NA","901916208"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Asuransi dan Jaminan Kesehatan Bagi Tenaga Angkutan dan Pemulasaraan Jenazah Terlantar","150000000","NA","NA","150000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Inventarisasi Petak Makam Rencana Plaketisasi di TPU Karet Bivak, Jakarta Pusat","NA","50000000","NA","50000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Inventarisasi Petak Makam Rencana Plaketisasi di TPU Karet Pasar Baru Barat, Jakarta Pusat","NA","30000000","NA","30000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Inventarisasi Petak Makam Rencana Plaketisasi di TPU Menteng Pulo, Jakarta Selatan","NA","30000000","NA","30000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Inventarisasi Petak Makam Rencana Plaketisasi di TPU Tanah Kusir, Jakarta Selatan","NA","50000000","NA","50000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Kajian Perencanaan Green Column & Green Wall","100000000","NA","NA","100000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pemagaran TPU Prumpung, Jakarta Timur","NA","200000000","NA","200000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Green Colum FO Cawang, Fo Cideng, FO Bunderan Slipi","NA","200000000","NA","200000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Green Colum FO Karet Bivak, FO Antasari","NA","200000000","NA","200000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Kerombong Besi Jl.Arjuna Selatan","100000000","NA","NA","100000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Kerombong Besi Pulau Jl.KS Tubun","100000000","NA","NA","100000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Kerombong Besi Segitiga Jl.Kembangan Raya","100000000","NA","NA","100000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Kerombong Besi di Bawah FO Pesanggrahan","100000000","NA","NA","100000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Lampu Taman Catleya Jakarta Barat","NA","200000000","NA","200000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Lampu Taman Jl. C. Simanjuntak Jakarta Timur","NA","200000000","NA","200000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Lampu Taman Jl. Kesenian Jakarta Timur","NA","200000000","NA","200000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Lampu Taman Spathodea Jakarta Selatan","NA","200000000","NA","200000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Lampu Taman Tabebuya Jakarta Selatan","NA","200000000","NA","200000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Lampu Taman Utama Raya Cengkareng Jakarta Barat","NA","200000000","NA","200000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Lampu Taman Viaduct Jatinegara Sisi Barat, Jakarta Timur","NA","200000000","NA","200000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Lampu Taman Viaduct Jatinegara Sisi Timur, Jakarta Timur","NA","200000000","NA","200000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Lampu Taman Yos Sudarso Jakarta Utara","NA","200000000","NA","200000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan RTH Jl. Kampung Pedaengan Kel. Penggilingan Kec. Cakung, Jakarta Timur","3000000000","NA","NA","3000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan RTH Jl. Sadar RT 002 RW 02 Kel. Ciganjur Kec. Jagakarsa, Jakarta Selatan","1000000000","NA","NA","1000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan RTH di Wilayah Kec. Jagakarsa, Jakarta Selatan","3000000000","NA","NA","3000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Taman Interaktif Jl. Centex Gg. Galur Kec. Ciracas, Jakarta Timur","500000000","NA","NA","500000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Taman Interaktif Jl. Jangkrik RW 05 Kel. Ciganjur Kec. Jagakarsa, Jakarta Selatan","750000000","NA","NA","750000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Taman Interaktif Kel. Pulo Gebang Kec. Cakung, Jakarta Timur","500000000","NA","NA","500000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Taman Interaktif RW 001 Kel. Ujung Menteng Kec. Cakung, Jakarta Timur","3000000000","NA","NA","3000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembangunan Taman Lingkungan di Sekitar Waduk/Situ Mangga Bolong Kel. Srengseng Sawah Kec. Jagakarsa, Jakarta Selatan (Lanjutan)","500000000","NA","NA","500000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan RTH di Belakang Kantor Kelurahan, Kel. Semper Barat Kec. Cilincing, Jakarta Utara ","3977000000","NA","NA","3977000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan RTH di Jl. Pos Pengumben Raya, Kel Srengseng, Kec. Kembangan - Jakarta Barat (Luas 8.400 m2) - Lanjutan","22000000000","NA","22000000000","0"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan RTH di Jl. Salak RT 10 RW 02 Kel. Munjul Kec. Cipayung Jakarta Timur","NA","11000000000","NA","11000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan RTH di Kel. Penggilingan Kec. Cakung Jakarta Timur","NA","17000000000","NA","17000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan TPU Tegal Alur, Jakarta Barat (Luas 3.500 m2)","10000000000","NA","NA","10000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan Untuk RTH di Gg. Rukun RT 004 RW 01 Kel. Jagakarsa Kec. Jagakarsa, Jakarta Selatan","12668250000","331750000","NA","13000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan Untuk RTH di Jl. Gembira Ujung Kel. Guntur, Kec. Setiabudi, Jakarta Selatan","NA","16500000000","NA","16500000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan Untuk RTH di Jl. Keramat Jaya RT 007 RW 05 Kel. Tugu Utara Kec. Koja, Jakarta Utara","30888000000","NA","NA","30888000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan Untuk RTH di Jl. Mawar II RT. 014 RW. 05 Kel. Bintaro, Kec. Pesanggrahan, Jakarta Selatan","NA","15000000000","NA","15000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan Untuk RTH di Jl. Sekolah Duta II RT 013 RW 04 Kel. Pondok Pinang Kec. Kebayoran Lama, Jakarta Selatan","26000000000","NA","26000000000","0"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan Untuk RTH di Jln. TB Simatupang, Kel. Tanjung Barat Kec. Jagakarsa, Jakarta Selatan","30073680000","NA","NA","30073680000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan Untuk RTH di Kelurahan Kapuk Muara Kec. Penjaringan Jakarta Utara","25000000000","NA","NA","25000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan Untuk RTH di RT. 010 RW. 08 Kel. Pisangan Timur, Kec. Pulogadung, Jakarta Timur","NA","1000000000","NA","1000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan Untuk TPU di Kebagusan Kecil Kel.Kebagusan Kec.Pasar Minggu, Jakarta Selatan (Luas 1.338 m2)","3500000000","NA","NA","3500000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH Jl. Gg. H. Saibun, Kel. Jati Padang Kec. Pasar Minggu, Jakarta Selatan (Luas 7.500 m2) - Lanjutan","11000000000","NA","NA","11000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH Jl. Kelapa Dua Wetan Gang Inayah RT 04 RW 08 Kel. Kelapa Dua Wetan Kec. Ciracas Jakarta Timur","NA","10000000000","NA","10000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH Jl. SMP 160 RW 05 Kel. Ceger Kec. Cipayung Jakarta Timur","NA","13500000000","NA","13500000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Green Ville RT 002 RW 03 Kel. Duri Kepa, Kec Kebon Jeruk, Jakarta Barat","24307000000","NA","NA","24307000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di JL. Bangun Cipta Sarana No. 39A RT 005 RW 01 Kel. Cipete Selatan Kec. Cilandak, Jakarta Selatan","8645000000","NA","NA","8645000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Anggrek RW 09, Kel. Kapuk Kec. Cengkareng, Jakarta Barat (Luas 6.065 m2)","16655000000","NA","NA","16655000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Centex Gg. Masjid, Kel. Ciracas Kec. Ciracas, Jakarta Timur (Luas 9.000 m2)","16500000000","NA","NA","16500000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. H. Ali Solihin dan Jl. Palem RT 009 RW 010, Kel. Cibubur Kec. Ciracas, Jakarta Timur","21632000000","NA","NA","21632000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Kampung Sumur, Kel.Klender Kec.Duren Sawit, Jakarta Timur (Luas 9.319 m2)","22796000000","NA","NA","22796000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Kebagusan Dalam I RT 009 RW 008 Kel.Kebagusan Kec.Pasar Minggu, Jakarta Selatan ","24545664000","NA","NA","24545664000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Kemenyan RT 011 RW 05 Kel. Ciganjur Kec. Jagakarsa, Jakarta Selatan","11618880000","NA","11618880000","0"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Layur RW 06 Kel. Jati, Kec. Pulogadung Jakarta Timur","NA","NA","32000000000","-32000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Lebak Bulus III / 8 Rt 005 RW 03 Cilandak Barat Jakarta Selatan","NA","2000000000","NA","2000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Lingkungan III, Kel. Tegal Alur Kec. Kalideres, Jakarta Barat (Luas 644 m2) - Lanjutan","1680000000","NA","NA","1680000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. M. Kahfi II RT. 06 RW. 05 Kel.Srengseng Sawah Kec.Jagakarsa, Jakarta Selatan","NA","11000000000","NA","11000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Madrasah Bawah RW 12, Kel. Bintaro Kec. Pesanggrahan, Jakarta Selatan (Luas 2.302 m2)","4820000000","NA","NA","4820000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Manunggal II/Jl.Inpres RT 004 RW 02, Kel.Petukangan Selatan Kec.Pesanggrahan, Jakarta Selatan (Luas 2.013 m2)","5255000000","NA","NA","5255000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Moch.Kahfi II RW 05 Kel.Srengseng Sawah Kec.Jagakarsa, Jakarta Selatan","11145472000","NA","11145472000","0"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Nuri Raya RT 007 RW 06 Kel.Cengkareng Kec.Cengkareng, Jakarta Barat","7138560000","NA","NA","7138560000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Palem RT 09 RW 10 Kel. Cibubur Kec. Ciracas Jakarta Timur","NA","18000000000","NA","18000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Pesanggrahan Mas, Kel. Petukangan Selatan Kec. Pesanggrahan, Jakarta Selatan ","87048000000","NA","NA","87048000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Pesanggrahan Mas, kel. Petukangan Selatan Kec. Pesanggrahan, Jakarta Selatan","86833225000","NA","86833225000","0"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Pondok Kelapa Raya (Palem Indah Raya), Kel. Pondok Kelapa, Kec. Duren Sawit, Jakarta Timur","NA","10000000000","NA","10000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Pulogadel RT 011 RW 04, Kel. Pinang Ranti Kec. Makasar, Jakarta Timur (Luas 2.206 m2)","2368000000","NA","NA","2368000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Raya Duri Kosambi 17 RT 003 RW 03","39000000000","NA","39000000000","0"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Raya Jembatan Tiga (Kebon Pisang), Kel.Pejagalan Kec.Penjaringan, Jakarta Utara (Luas 15.200 m2) - Lanjutan","95000000000","NA","2000000000","93000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Surya Mulia, Kel. Kedoya Utara Kec. Kebon Jeruk, Jakarta Barat (Luas 1.800 m2)","18000000000","NA","18000000000","0"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl. Usman Harun RT 002 RW 05 Kel. Kebon Pala Kec. Makasar, Jakarta Timur","7488000000","NA","7488000000","0"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl.Jagakarsa Raya (Babakan) Kel.Jagakarsa Kec.Jagakarsa, Jakarta Selatan (Luas 9.000 m2)","25000000000","NA","NA","25000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl.Kramat (Taman Matoa), Kel.Jagakarsa Kec.Jagakarsa, Jakarta Selatan (Luas 2.280 m2)","4850000000","NA","NA","4850000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Jl.Penggilingan Gg. Aim RT 016 RW 07 Kel.Penggilingan Kec.Cakung, Jakarta Timur","1863232800","NA","NA","1863232800"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Kampung Pedaengan RT 003 RW 08, Kel. Penggilingan Kec. Cakung, Jakarta Timur (Luas 5.000 m2) - Lanjutan","6565000000","NA","NA","6565000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Kec. Kembangan Jakarta Barat (Luas 14.623 m2) - Lanjutan","24150000000","NA","NA","24150000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Kel. Pegangsaan Dua Kec Kelapa Gading Jakarta Utara","41679733628","NA","41679733628","0"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Kel. Pinang Ranti Kec. Makasar Jakarta Timur","NA","NA","NA","NA"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di Kel. Rorotan Kec. Cilincing Jakarta Utara","NA","12000000000","NA","12000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di RT 003 RW 03 Kel. Tanjung Barat Kec. Jagakarsa, Jakarta Selatan","21840380000","NA","21840380000","0"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di RT 006 RW 03 Kel. Ciracas Kec. Ciracas, Jakarta Timur","13928800000","2000000000","NA","15928800000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk RTH di RT 04 RW 04 Kel. Rambutan Kec. Ciracas Jakarta timur","NA","10000000000","NA","10000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Lahan untuk Taman Interaktif RW.001, Kel. Ujung Menteng, Kec. Cakung Jakarta Timur (Luas 2.400 m2) - Lanjutan","6000000000","NA","NA","6000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan RTH di Jl. Raya Hankam Kel. Setu Kec. Cipayung, Jakarta Timur","30000000000","NA","NA","30000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Tanah Untuk RTH Kel. Jatinegara Kec. Cakung Jakarta Timur ","35000000000","NA","NA","35000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan Tanah Untuk RTH Kel. Pegangsaan Dua Kec. Kelapa Gading Jakarta Utara","55000000000","NA","NA","55000000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan lahan RTH Jl. Kebagusan I Kel.Kebagusan Kec.Pasar Minggu, Jakarta Selatan","18000000000","500000000","NA","18500000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan lahan RTH Jl. Kebagusan I, Kel.Kebagusan Kec.Pasar Minggu, Jakarta Selatan","18000000000","NA","18000000000","0"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan lahan RTH Jl. Setu Raya  Kel. Setu Kec. Cipayung, Jakarta Timur","29000000000","NA","29000000000","0"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan lahan RTH Jl. Setu Raya Kel. Setu Kec. Cipayung, Jakarta Timur","29000000000","500000000","NA","29500000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan lahan RTH Jl.PPA Depsos No. 26 RT 005 RW 01 Kel. Bambu Apus Kec. Cipayung, Jakarta Timur (Luas 1.339 m2) - Lanjutan","3360000000","NA","NA","3360000000"
"D","DINAS PERTAMANAN DAN PEMAKAMAN","Pembebasan lahan RTH di Jl. Kebagusan Besar RT 009 RW 07 Kel.Kebagusan Kec.Pasar Minggu, Jakarta Selatan","20083200000","NA","NA","20083200000"
